(B) Sort...
/bin/rm: No match.
===> w1data/f0
4,170c4,7
< | Fri Apr  4 2008 | Royalty check            |      5,708.33  |      5,708.33  |
< | Sat Nov 24 2012 | Cable TV                 | (    6,421.31) | (   34,702.38) |
< | Mon Dec  3 2012 | Cable TV                 | (    2,325.58) | (   37,027.96) |
< | Mon Dec 10 2012 | Department of water & po | (    5,711.30) | (   42,739.26) |
< | Tue Dec 11 2012 | Department of water & po | (    5,256.89) | (   47,996.15) |
< | Fri Dec 28 2012 | Bonus                    |      3,477.86  | (   44,518.29) |
< | Mon Jan 21 2013 | Paycheck                 |      2,990.02  | (   41,528.27) |
< | Fri Mar 15 2013 | Gas company              | (      420.65) | (   41,948.92) |
< | Thu Mar 28 2013 | Bonus                    |      5,383.34  | (   36,565.58) |
< | Sat May 11 2013 | Paycheck                 |      5,941.49  | (   30,624.09) |
< | Wed May 29 2013 | Paycheck                 |      1,294.98  | (   29,329.11) |
< | Wed Jun  5 2013 | Gasoline                 | (    3,818.64) | (   33,147.75) |
< | Thu Jun 20 2013 | Interest                 |      5,691.08  | (   27,456.67) |
< | Thu Jun 27 2013 | Grocery                  | (      706.88) | (   28,163.55) |
< | Wed Jul 17 2013 | Paycheck                 |      1,702.15  | (   26,461.40) |
< | Thu Jul 18 2013 | Gas company              | (    4,520.65) | (   30,982.05) |
< | Fri Aug 23 2013 | Cable TV                 | (    5,812.88) | (   36,794.93) |
< | Fri Aug 23 2013 | Interest                 |      4,880.50  | (   31,914.43) |
< | Sun Aug 25 2013 | Phone bill               | (    6,112.17) | (   38,026.60) |
< | Thu Sep 12 2013 | Interest                 |        982.14  | (   37,044.46) |
< | Sat Sep 28 2013 | Paycheck                 |      3,080.46  | (   33,964.00) |
< | Sat Oct 12 2013 | Interest                 |      4,838.97  | (   29,125.03) |
< | Thu Oct 24 2013 | Interest                 |      2,936.92  | (   26,188.11) |
< | Sun Nov 10 2013 | Grocery                  | (    2,860.44) | (   29,048.55) |
< | Sat Dec  7 2013 | Gasoline                 | (      585.61) | (   29,634.16) |
< | Sun Dec  8 2013 | Bonus                    |      6,357.34  | (   23,276.82) |
< | Mon Dec  9 2013 | Gasoline                 | (    3,566.68) | (   26,843.50) |
< | Thu Feb 20 2014 | Royalty check            |      1,625.76  | (   25,217.74) |
< | Tue Mar 11 2014 | Gas company              | (      575.56) | (   25,793.30) |
< | Mon Apr 14 2014 | Gas company              | (      256.10) | (   26,049.40) |
< | Fri Apr 18 2014 | Interest                 |      4,374.49  | (   21,674.91) |
< | Wed May  7 2014 | Gas company              | (    3,290.21) | (   24,965.12) |
< | Sun May 25 2014 | Bonus                    |        333.67  | (   24,631.45) |
< | Fri Jun  6 2014 | Phone bill               | (      360.76) | (   24,992.21) |
< | Tue Jul 15 2014 | Gasoline                 | (    1,613.67) | (   26,605.88) |
< | Sat Jul 19 2014 | Gas company              | (    4,132.14) | (   30,738.02) |
< | Tue Aug 26 2014 | Gasoline                 | (      140.66) | (   30,878.68) |
< | Sun Sep 14 2014 | Rent                     | (    5,521.68) | (   36,400.36) |
< | Sat Sep 20 2014 | Gas company              | (    1,388.94) | (   37,789.30) |
< | Sat Sep 20 2014 | Department of water & po | (    3,511.55) | (   41,300.85) |
< | Tue Sep 30 2014 | Cable TV                 | (    1,902.41) | (   43,203.26) |
< | Fri Oct 10 2014 | Paycheck                 |      2,672.43  | (   40,530.83) |
< | Fri Oct 24 2014 | Cable TV                 | (    1,368.92) | (   41,899.75) |
< | Sun Nov 16 2014 | Interest                 |      3,200.81  | (   38,698.94) |
< | Mon Nov 17 2014 | Paycheck                 |      5,054.46  | (   33,644.48) |
< | Tue Jan  6 2015 | Phone bill               | (    5,938.67) | (   39,583.15) |
< | Fri Feb 13 2015 | Grocery                  | (    6,151.37) | (   45,734.52) |
< | Sun Feb 15 2015 | Rent                     | (    5,996.87) | (   51,731.39) |
< | Fri May 15 2015 | Royalty check            |      4,286.09  | (   47,445.30) |
< | Fri May 15 2015 | Phone bill               | (      150.09) | (   47,595.39) |
< | Fri May 22 2015 | Bonus                    |      1,947.66  | (   45,647.73) |
< | Sat Jun 13 2015 | Royalty check            |        140.55  | (   45,507.18) |
< | Tue Jun 16 2015 | Paycheck                 |          0.24  | (   45,506.94) |
< | Thu Jul 23 2015 | Rent                     | (      614.76) | (   46,121.70) |
< | Thu Aug  6 2015 | Interest                 |        202.73  | (   45,918.97) |
< | Tue Sep  1 2015 | Rent                     | (    6,463.43) | (   52,382.40) |
< | Thu Sep 17 2015 | Bonus                    |        554.17  | (   51,828.23) |
< | Wed Oct 14 2015 | Gas company              | (    1,264.35) | (   53,092.58) |
< | Wed Oct 14 2015 | Bonus                    |        109.71  | (   52,982.87) |
< | Sat Oct 31 2015 | Interest                 |      6,276.13  | (   46,706.74) |
< | Wed Nov 18 2015 | Cable TV                 | (    4,573.29) | (   51,280.03) |
< | Thu Dec  3 2015 | Gas company              | (    1,973.29) | (   53,253.32) |
< | Thu Dec 31 2015 | Interest                 |      2,101.32  | (   51,152.00) |
< | Fri Jan 15 2016 | Cable TV                 | (      759.13) | (   51,911.13) |
< | Tue Jan 19 2016 | Gas company              | (    1,516.06) | (   53,427.19) |
< | Thu Feb 11 2016 | Interest                 |      3,163.27  | (   50,263.92) |
< | Sat Feb 20 2016 | Bonus                    |      4,652.37  | (   45,611.55) |
< | Mon Feb 29 2016 | Cable TV                 | (    4,961.85) | (   50,573.40) |
< | Sat Apr  9 2016 | Gasoline                 | (    1,492.91) | (   52,066.31) |
< | Sun Apr 10 2016 | Interest                 |      2,050.70  | (   50,015.61) |
< | Wed Apr 13 2016 | Interest                 |      5,144.08  | (   44,871.53) |
< | Tue May 17 2016 | Cable TV                 | (    4,974.26) | (   49,845.79) |
< | Mon May 23 2016 | Gasoline                 | (      852.00) | (   50,697.79) |
< | Thu May 26 2016 | Bonus                    |      6,114.42  | (   44,583.37) |
< | Sun Jun 12 2016 | Bonus                    |      4,679.97  | (   39,903.40) |
< | Mon Jul 11 2016 | Grocery                  | (    1,160.08) | (   41,063.48) |
< | Wed Jul 13 2016 | Paycheck                 |      3,700.76  | (   37,362.72) |
< | Thu Jul 14 2016 | Gasoline                 | (    4,888.25) | (   42,250.97) |
< | Sun Jul 24 2016 | Rent                     | (    4,910.57) | (   47,161.54) |
< | Thu Aug  4 2016 | Phone bill               | (    4,623.51) | (   51,785.05) |
< | Wed Aug 17 2016 | Bonus                    |      2,082.05  | (   49,703.00) |
< | Sun Sep  4 2016 | Gasoline                 | (    3,908.23) | (   53,611.23) |
< | Tue Sep  6 2016 | Royalty check            |      6,069.79  | (   47,541.44) |
< | Tue Sep 27 2016 | Gas company              | (    5,848.16) | (   53,389.60) |
< | Mon Oct  3 2016 | Royalty check            |      6,038.06  | (   47,351.54) |
< | Mon Nov 14 2016 | Gasoline                 | (    6,033.15) | (   53,384.69) |
< | Tue Dec 20 2016 | Rent                     | (    4,020.17) | (   57,404.86) |
< | Wed Jan  4 2017 | Bonus                    |      2,412.30  | (   54,992.56) |
< | Thu Feb 16 2017 | Royalty check            |      3,551.72  | (   51,440.84) |
< | Fri Mar  3 2017 | Interest                 |        542.28  | (   50,898.56) |
< | Tue Mar 14 2017 | Cable TV                 | (    4,430.17) | (   55,328.73) |
< | Thu Mar 30 2017 | Phone bill               | (    2,629.21) | (   57,957.94) |
< | Mon Apr  3 2017 | Interest                 |      3,619.17  | (   54,338.77) |
< | Sat Jul 15 2017 | Gas company              | (    6,377.41) | (   60,716.18) |
< | Tue Aug  1 2017 | Phone bill               | (    4,521.56) | (   65,237.74) |
< | Sat Aug 12 2017 | Gas company              | (    4,676.74) | (   69,914.48) |
< | Mon Aug 14 2017 | Royalty check            |      4,930.32  | (   64,984.16) |
< | Mon Nov  6 2017 | Royalty check            |      2,081.42  | (   62,902.74) |
< | Sat Dec 16 2017 | Grocery                  | (    5,928.11) | (   68,830.85) |
< | Fri Dec 22 2017 | Bonus                    |      3,826.80  | (   65,004.05) |
< | Sat Jan 27 2018 | Paycheck                 |      1,866.25  | (   63,137.80) |
< | Wed Jan 31 2018 | Interest                 |      5,809.46  | (   57,328.34) |
< | Sun Feb 11 2018 | Department of water & po | (    2,774.49) | (   60,102.83) |
< | Wed May 16 2018 | Gas company              | (    4,034.01) | (   64,136.84) |
< | Thu Jun 28 2018 | Grocery                  | (    3,069.12) | (   67,205.96) |
< | Wed Jul 11 2018 | Rent                     | (    4,341.29) | (   71,547.25) |
< | Tue Jul 31 2018 | Royalty check            |        758.42  | (   70,788.83) |
< | Sat Jan  5 2019 | Royalty check            |        592.07  | (   70,196.76) |
< | Thu Jan 24 2019 | Phone bill               | (    6,435.82) | (   76,632.58) |
< | Thu Jan 31 2019 | Royalty check            |      3,594.25  | (   73,038.33) |
< | Thu Jan 31 2019 | Bonus                    |      5,673.98  | (   67,364.35) |
< | Tue Mar  5 2019 | Department of water & po | (    4,663.41) | (   72,027.76) |
< | Mon Mar 25 2019 | Paycheck                 |        694.84  | (   71,332.92) |
< | Sun Apr 28 2019 | Cable TV                 | (    4,351.89) | (   75,684.81) |
---
> | Thu Aug 21 2008 | Initial deposit          |      1,723.00  |      1,723.00  |
> | Wed Dec 31 2008 | Phone bill               | (       45.33) |      1,677.67  |
> | Mon Jul 13 2009 | Dear parents             |     10,388.07  |     12,065.74  |
> | Sun Jan 10 2010 | Beemer monthly payment - | (      654.32) |     11,411.42  |
===> w1data/f20
4,159c4,7
< | Sat Jan 19 2008 | Paycheck                 |      6,203.30  |      6,203.30  |
< | Wed Jan 23 2008 | Cable TV                 | (    5,177.21) |      1,026.09  |
< | Mon Feb  4 2008 | Phone bill               | (    2,696.82) | (    1,670.73) |
< | Mon Apr  7 2008 | Cable TV                 | (    5,622.27) | (    7,293.00) |
< | Tue Apr  8 2008 | Bonus                    |      4,859.17  | (    2,433.83) |
< | Tue Apr 22 2008 | Cable TV                 | (    3,013.89) | (    5,447.72) |
< | Sun May  4 2008 | Rent                     | (      127.20) | (    5,574.92) |
< | Tue May 20 2008 | Royalty check            |      1,977.82  | (    3,597.10) |
< | Thu May 22 2008 | Royalty check            |      4,244.16  |        647.06  |
< | Fri Jun 20 2008 | Phone bill               | (    3,049.49) | (    2,402.43) |
< | Fri Jul 25 2008 | Bonus                    |      2,464.82  |         62.39  |
< | Tue Aug  5 2008 | Gas company              | (      304.66) | (      242.27) |
< | Sun Aug 24 2008 | Department of water & po | (    4,976.61) | (    5,218.88) |
< | Wed Nov  5 2008 | Paycheck                 |      6,029.75  |        810.87  |
< | Fri Jan  2 2009 | Interest                 |        947.50  |      1,758.37  |
< | Sat Jan 24 2009 | Royalty check            |      3,603.76  |      5,362.13  |
< | Wed Feb  4 2009 | Gasoline                 | (      526.06) |      4,836.07  |
< | Sun Feb  8 2009 | Cable TV                 | (    1,514.75) |      3,321.32  |
< | Fri Feb 27 2009 | Gasoline                 | (    2,042.81) |      1,278.51  |
< | Thu Mar  5 2009 | Interest                 |      1,157.47  |      2,435.98  |
< | Tue Mar 10 2009 | Bonus                    |      2,198.00  |      4,633.98  |
< | Sun Mar 15 2009 | Paycheck                 |      5,595.47  |     10,229.45  |
< | Mon Mar 23 2009 | Department of water & po | (    2,892.85) |      7,336.60  |
< | Mon Jun  8 2009 | Rent                     | (      411.99) |      6,924.61  |
< | Wed Jun 24 2009 | Gasoline                 | (    4,269.87) |      2,654.74  |
< | Tue Jul  7 2009 | Bonus                    |        865.64  |      3,520.38  |
< | Mon Jul 13 2009 | Phone bill               | (    3,168.58) |        351.80  |
< | Fri Jul 24 2009 | Phone bill               | (    2,835.76) | (    2,483.96) |
< | Fri Oct  9 2009 | Interest                 |      5,588.68  |      3,104.72  |
< | Wed Oct 28 2009 | Department of water & po | (    4,790.08) | (    1,685.36) |
< | Fri Nov 27 2009 | Gas company              | (      951.75) | (    2,637.11) |
< | Mon Nov 30 2009 | Bonus                    |        141.38  | (    2,495.73) |
< | Fri Dec 25 2009 | Royalty check            |      1,707.30  | (      788.43) |
< | Sat Dec 26 2009 | Bonus                    |      6,204.61  |      5,416.18  |
< | Fri Jan  8 2010 | Royalty check            |      4,999.30  |     10,415.48  |
< | Thu Jan 21 2010 | Bonus                    |      5,766.50  |     16,181.98  |
< | Sat Mar 13 2010 | Bonus                    |      6,441.44  |     22,623.42  |
< | Mon Jul  5 2010 | Paycheck                 |      5,210.23  |     27,833.65  |
< | Thu Jul  8 2010 | Grocery                  | (    4,261.33) |     23,572.32  |
< | Sat Sep 18 2010 | Grocery                  | (    5,716.03) |     17,856.29  |
< | Thu Oct 14 2010 | Bonus                    |      1,451.89  |     19,308.18  |
< | Mon Nov  8 2010 | Royalty check            |      4,201.99  |     23,510.17  |
< | Wed Nov 10 2010 | Bonus                    |        228.54  |     23,738.71  |
< | Thu Nov 18 2010 | Bonus                    |      5,492.62  |     29,231.33  |
< | Thu Dec  2 2010 | Paycheck                 |      6,106.43  |     35,337.76  |
< | Thu Dec 16 2010 | Gasoline                 | (    6,383.76) |     28,954.00  |
< | Wed Feb  2 2011 | Cable TV                 | (    6,132.94) |     22,821.06  |
< | Sun Feb  6 2011 | Bonus                    |      1,388.13  |     24,209.19  |
< | Mon Apr 11 2011 | Department of water & po | (    4,966.12) |     19,243.07  |
< | Tue May 17 2011 | Gas company              | (      329.08) |     18,913.99  |
< | Sat Jun  4 2011 | Gas company              | (    4,132.70) |     14,781.29  |
< | Sun Jun 19 2011 | Bonus                    |      4,182.72  |     18,964.01  |
< | Sun Jul 24 2011 | Gasoline                 | (    4,391.12) |     14,572.89  |
< | Sun Aug 14 2011 | Phone bill               | (    2,922.79) |     11,650.10  |
< | Thu Sep 15 2011 | Bonus                    |      4,377.53  |     16,027.63  |
< | Mon Sep 26 2011 | Royalty check            |        962.60  |     16,990.23  |
< | Tue Dec 13 2011 | Grocery                  | (    4,049.63) |     12,940.60  |
< | Sun Feb 19 2012 | Phone bill               | (    3,836.56) |      9,104.04  |
< | Sun Feb 26 2012 | Royalty check            |      3,114.02  |     12,218.06  |
< | Tue Mar 27 2012 | Phone bill               | (    1,949.23) |     10,268.83  |
< | Wed Apr  4 2012 | Gas company              | (    1,258.05) |      9,010.78  |
< | Thu Apr  5 2012 | Paycheck                 |      5,298.13  |     14,308.91  |
< | Wed Apr 11 2012 | Rent                     | (      562.36) |     13,746.55  |
< | Thu Jun  7 2012 | Paycheck                 |      3,367.08  |     17,113.63  |
< | Wed Jul 11 2012 | Royalty check            |      6,484.54  |     23,598.17  |
< | Mon Sep  3 2012 | Rent                     | (    5,667.34) |     17,930.83  |
< | Wed Sep 12 2012 | Royalty check            |      2,320.81  |     20,251.64  |
< | Fri Oct 19 2012 | Department of water & po | (    2,803.38) |     17,448.26  |
< | Mon Oct 29 2012 | Royalty check            |      2,787.03  |     20,235.29  |
< | Mon Nov  5 2012 | Bonus                    |      5,676.39  |     25,911.68  |
< | Tue Nov  6 2012 | Interest                 |      5,641.28  |     31,552.96  |
< | Mon Nov 26 2012 | Phone bill               | (    5,648.61) |     25,904.35  |
< | Thu Nov 29 2012 | Gas company              | (    5,871.60) |     20,032.75  |
< | Sat Dec  1 2012 | Interest                 |        122.65  |     20,155.40  |
< | Fri Jan 11 2013 | Paycheck                 |      2,509.83  |     22,665.23  |
< | Tue Jan 22 2013 | Royalty check            |      5,804.18  |     28,469.41  |
< | Fri Feb  1 2013 | Gasoline                 | (    2,774.44) |     25,694.97  |
